,workerid,item,slide_number,condition,language,pref1,response1,pref2,response2,pref3,response3,pref4,response4,pref5,response5,pref6,response6,pref7,response7,pref8,response8,pref9,response9,obj1,obj2,obj3,ambiguous,numFeatures,utterancecode
1199,79,224,16,212132,english,green,1.0,polka-dotted,1.0,striped,0.0,cloud,1.0,circle,0.0,,,,,,,,,133,133,223,True,5,322a
1200,79,1746,17,212112,english,polka-dotted,1.0,square,1.0,solid,0.2,blue,0.0,cloud,0.0,red,1.0,,,,,,,312,332,131,True,6,22a2b
1201,80,923,3,212121,English,polka-dotted,1.0,cloud,1.0,circle,0.75,red,0.75,striped,0.95,green,1.0,,,,,,,222,222,133,False,6,22a2a
1202,80,648,4,112121,English,square,0.75,cloud,1.0,polka-dotted,0.7,green,1.0,solid,1.0,red,1.0,blue,1.0,,,,,333,332,111,True,7,22a1
1203,80,1510,5,322112,English,polka-dotted,0.7,striped,1.0,circle,0.7,blue,0.0,cloud,0.8,,,,,,,,,231,131,121,True,5,322b
1204,80,1808,6,122121,English,cloud,1.0,green,1.0,solid,1.0,circle,1.0,polka-dotted,0.75,blue,1.0,,,,,,,113,133,231,True,6,22a2b
1205,80,1665,7,121212,English,solid,1.0,cloud,0.7,polka-dotted,0.65,green,1.0,blue,0.7,circle,1.0,,,,,,,213,131,131,False,6,22a2a
1206,80,1876,8,123212,English,square,1.0,green,0.7,circle,0.7,red,1.0,polka-dotted,0.7,,,,,,,,,332,233,233,True,5,322a
1207,80,497,9,211111,English,circle,0.5,solid,0.5,square,1.0,cloud,1.0,polka-dotted,1.0,red,0.5,striped,1.0,blue,1.0,,,332,222,111,True,8,211
1208,80,1322,10,122122,English,polka-dotted,0.65,cloud,0.8,red,0.7,circle,1.0,solid,0.65,green,1.0,,,,,,,232,133,112,True,6,22b2b
1209,80,1271,11,111111,English,polka-dotted,0.95,red,0.95,green,0.95,striped,1.0,cloud,1.0,square,1.0,circle,1.0,solid,1.0,blue,1.0,122,311,233,False,9,111
1210,80,1694,12,121212,English,square,0.65,striped,0.7,solid,1.0,blue,0.7,cloud,1.0,green,1.0,,,,,,,113,321,321,False,6,22a2a
1211,80,606,13,112121,English,striped,1.0,circle,0.7,cloud,1.0,blue,1.0,solid,1.0,polka-dotted,1.0,green,0.65,,,,,213,233,121,True,7,22a1
1212,80,1870,14,123212,English,circle,1.0,green,0.75,polka-dotted,0.65,solid,1.0,square,0.65,,,,,,,,,213,333,333,True,5,322a
1213,80,2397,15,113232,English,green,1.0,striped,0.5,circle,0.5,red,1.0,blue,1.0,,,,,,,,,221,222,223,True,5,331
1214,80,939,16,212121,English,square,0.5,red,1.0,striped,0.5,polka-dotted,0.5,cloud,1.0,blue,0.5,,,,,,,331,331,122,False,6,22a2a
1215,80,454,17,211111,English,square,0.5,red,0.95,green,0.95,blue,0.95,striped,1.0,circle,0.95,polka-dotted,0.95,solid,0.95,,,331,313,222,True,8,211
1216,81,889,3,112122,English,striped,1.0,circle,1.0,polka-dotted,1.0,cloud,1.0,red,1.0,square,0.6,green,0.6,,,,,333,232,123,True,7,22b1
1217,81,2124,4,111112,English,red,1.0,green,1.0,blue,1.0,cloud,1.0,circle,1.0,polka-dotted,1.0,square,0.6,striped,0.9,,,132,221,323,True,8,211
1218,81,1993,5,323232,English,striped,0.0,red,0.0,cloud,0.0,,,,,,,,,,,,,122,122,122,False,3,333
1219,81,572,6,213212,English,cloud,0.0,green,0.35,striped,1.0,polka-dotted,0.55,red,1.0,,,,,,,,,123,133,132,True,5,322b
1220,81,206,7,212132,English,circle,1.0,blue,0.0,striped,1.0,polka-dotted,0.55,square,0.55,,,,,,,,,331,331,221,True,5,322a
1221,81,1431,8,322111,English,polka-dotted,0.55,blue,1.0,square,0.0,red,1.0,striped,1.0,green,1.0,,,,,,,331,333,322,True,6,321
1222,81,380,9,122132,English,green,0.25,square,1.0,cloud,0.55,solid,0.15,red,1.0,,,,,,,,,112,113,313,True,5,322b
1223,81,2178,10,121111,English,polka-dotted,0.6,red,1.0,circle,1.0,cloud,1.0,square,1.0,solid,0.3,blue,1.0,green,1.0,,,111,333,232,True,8,211
1224,81,1272,11,111111,English,polka-dotted,1.0,circle,1.0,square,1.0,red,1.0,striped,1.0,green,1.0,blue,1.0,cloud,1.0,solid,1.0,122,333,211,False,9,111
1225,81,1942,12,111212,English,green,1.0,circle,1.0,red,0.25,striped,1.0,solid,1.0,cloud,0.2,polka-dotted,1.0,,,,,223,132,112,True,7,22a1
1226,81,1967,13,323232,English,cloud,0.0,solid,0.0,green,0.0,,,,,,,,,,,,,113,113,113,False,3,333
1227,81,1265,14,111111,English,polka-dotted,1.0,solid,0.0,circle,1.0,cloud,1.0,green,1.0,red,1.0,square,1.0,striped,1.0,blue,1.0,321,112,233,False,9,111
1228,81,589,15,213212,English,solid,0.35,circle,1.0,polka-dotted,1.0,cloud,0.25,blue,0.0,,,,,,,,,211,111,131,True,5,322b
1229,81,1534,16,322112,English,circle,1.0,square,0.35,green,1.0,polka-dotted,0.0,red,0.3,,,,,,,,,232,332,333,True,5,322b
1230,81,1659,17,121212,English,blue,0.3,square,1.0,polka-dotted,1.0,cloud,0.4,green,1.0,solid,0.35,,,,,,,333,111,111,False,6,22a2a
1231,82,1251,3,111111,english,solid,0.8,square,0.9,blue,0.85,green,0.9,striped,0.85,circle,1.0,red,0.9,cloud,0.15,polka-dotted,1.0,113,231,322,False,9,111
1232,82,914,4,212121,english,blue,0.85,polka-dotted,0.85,square,1.0,circle,0.75,green,1.0,striped,1.0,,,,,,,223,223,331,False,6,22a2a
1233,82,902,5,212121,english,cloud,1.0,red,0.65,striped,0.8,green,0.65,circle,0.75,solid,0.95,,,,,,,122,122,213,False,6,22a2a
1234,82,742,6,212122,english,red,0.8,polka-dotted,1.0,circle,0.85,green,0.55,square,1.0,striped,0.6,,,,,,,332,322,233,True,6,22a2b
1235,82,1384,7,113211,english,striped,1.0,cloud,0.9,polka-dotted,0.65,solid,0.75,square,0.75,green,0.8,circle,0.7,,,,,313,133,223,True,7,311
1236,82,1742,8,212112,english,solid,0.7,cloud,0.85,blue,1.0,green,1.0,polka-dotted,1.0,square,0.8,,,,,,,333,133,111,True,6,22a2b
1237,82,731,9,212122,english,square,1.0,blue,0.9,solid,0.85,red,0.15,polka-dotted,0.2,circle,0.15,,,,,,,311,211,332,True,6,22a2b
1238,82,1659,10,121212,english,cloud,1.0,green,0.2,blue,1.0,solid,0.65,square,0.25,polka-dotted,0.25,,,,,,,333,111,111,False,6,22a2a
1239,82,572,11,213212,english,striped,0.25,cloud,1.0,red,0.25,green,1.0,polka-dotted,0.9,,,,,,,,,123,133,132,True,5,322b
1240,82,1720,12,212112,english,circle,0.25,polka-dotted,0.25,cloud,1.0,blue,1.0,solid,0.4,red,0.15,,,,,,,211,111,132,True,6,22a2b
1241,82,432,13,321112,english,red,0.25,striped,0.1,blue,0.05,solid,0.15,green,0.25,cloud,1.0,,,,,,,113,122,121,True,6,321
1242,82,1170,14,212232,english,blue,1.0,circle,1.0,green,0.2,striped,1.0,polka-dotted,0.25,,,,,,,,,221,231,223,True,5,322b
1243,82,1419,15,322111,english,polka-dotted,0.35,green,1.0,striped,0.35,solid,0.2,cloud,0.2,square,1.0,,,,,,,313,323,133,True,6,321
1244,82,1021,16,212212,english,square,0.25,red,0.15,cloud,1.0,green,0.95,polka-dotted,0.15,striped,0.2,,,,,,,123,333,132,True,6,22b2b
1245,82,1271,17,111111,english,green,0.1,blue,0.15,red,0.15,polka-dotted,0.1,solid,0.2,striped,0.15,circle,0.15,square,0.1,cloud,0.05,122,311,233,False,9,111
1246,83,1163,3,212232,English,red,0.2,square,0.6,cloud,0.35,solid,0.55,green,0.65,,,,,,,,,313,312,113,True,5,322b
1247,83,1122,4,321212,English,striped,0.3,cloud,0.7,solid,0.6,blue,0.85,square,0.35,,,,,,,,,321,111,111,True,5,322a
1248,83,1651,5,121212,English,green,0.65,solid,0.25,red,0.25,square,0.7,striped,0.7,cloud,0.35,,,,,,,112,323,323,False,6,22a2a
1249,83,414,6,321112,English,striped,0.9,blue,0.3,square,0.3,green,0.35,cloud,0.6,red,0.35,,,,,,,322,123,121,True,6,321
1250,83,176,7,323212,English,green,0.95,striped,0.45,circle,0.6,polka-dotted,0.55,,,,,,,,,,,223,233,233,True,4,332
1251,83,530,8,112132,English,green,0.35,red,0.3,blue,0.25,square,0.2,solid,0.85,circle,0.65,,,,,,,211,213,312,True,6,321
1252,83,1990,9,323232,English,circle,1.0,striped,1.0,green,0.85,,,,,,,,,,,,,223,223,223,False,3,333
1253,83,1660,10,121212,English,solid,0.15,red,0.65,square,0.65,green,0.2,cloud,0.25,striped,0.65,,,,,,,113,322,322,False,6,22a2a
1254,83,1682,11,121212,English,cloud,0.65,square,0.3,striped,0.65,green,0.15,blue,0.65,polka-dotted,0.35,,,,,,,333,121,121,False,6,22a2a
1255,83,313,12,213211,English,circle,0.3,solid,0.65,square,0.25,polka-dotted,0.35,green,1.0,cloud,0.35,,,,,,,113,213,333,True,6,321
1256,83,199,13,323212,English,circle,1.0,red,0.65,solid,0.85,green,0.35,,,,,,,,,,,213,212,212,True,4,332
1257,83,1585,14,322121,English,blue,1.0,circle,0.6,solid,0.6,polka-dotted,0.3,cloud,0.35,,,,,,,,,211,211,131,True,5,322a
1258,83,99,15,122111,English,striped,0.3,blue,0.35,red,0.25,green,0.25,circle,0.2,cloud,0.6,polka-dotted,0.65,,,,,122,133,231,True,7,22b1
1259,83,1955,16,323232,English,striped,1.0,red,1.0,square,1.0,,,,,,,,,,,,,322,322,322,False,3,333
1260,83,516,17,112132,English,polka-dotted,0.4,striped,0.3,circle,0.9,blue,0.3,solid,0.35,red,0.65,,,,,,,222,212,231,True,6,321
1261,84,1299,3,111111,english,red,1.0,circle,1.0,polka-dotted,1.0,striped,1.0,square,1.0,green,1.0,blue,1.0,cloud,0.8,solid,1.0,122,233,311,False,9,111
1262,84,935,4,212121,english,cloud,0.7,circle,1.0,green,0.75,solid,1.0,polka-dotted,1.0,red,1.0,,,,,,,133,133,212,False,6,22a2a
1263,84,1420,5,322111,english,cloud,1.0,polka-dotted,0.0,circle,1.0,striped,1.0,square,1.0,red,0.0,,,,,,,232,332,122,True,6,321
1264,84,1440,6,322111,english,polka-dotted,1.0,striped,1.0,solid,1.0,square,1.0,green,0.0,circle,0.0,,,,,,,223,233,313,True,6,321
1265,84,438,7,321112,english,solid,1.0,green,1.0,striped,1.0,blue,0.0,polka-dotted,1.0,cloud,0.0,,,,,,,123,111,131,True,6,321
1266,84,1955,8,323232,english,striped,1.0,red,1.0,square,1.0,,,,,,,,,,,,,322,322,322,False,3,333
1267,84,542,9,112132,english,green,0.0,square,1.0,cloud,1.0,solid,0.0,circle,1.0,polka-dotted,1.0,,,,,,,213,113,333,True,6,321
1268,84,1694,10,121212,english,blue,0.3,cloud,1.0,solid,1.0,square,0.3,green,1.0,striped,0.3,,,,,,,113,321,321,False,6,22a2a
1269,84,1034,11,212212,english,cloud,1.0,polka-dotted,1.0,green,0.0,circle,0.0,blue,1.0,striped,0.0,,,,,,,221,123,233,True,6,22b2b
1270,84,2161,12,121111,english,solid,1.0,red,1.0,circle,0.0,polka-dotted,1.0,blue,1.0,striped,1.0,green,1.0,square,1.0,,,333,211,222,True,8,211
1271,84,1740,13,212112,english,red,0.0,cloud,0.0,green,1.0,polka-dotted,1.0,square,1.0,solid,0.0,,,,,,,113,112,332,True,6,22a2b
1272,84,2134,14,111112,english,cloud,1.0,green,1.0,circle,1.0,square,1.0,red,1.0,solid,0.0,polka-dotted,1.0,blue,1.0,,,133,312,211,True,8,211
1273,84,2231,15,323211,english,circle,1.0,red,0.0,square,1.0,solid,0.0,cloud,1.0,,,,,,,,,112,312,212,True,5,331
1274,84,936,16,212121,english,circle,1.0,square,0.0,blue,1.0,red,0.0,striped,1.0,polka-dotted,0.0,,,,,,,332,332,221,False,6,22a2a
1275,84,1246,17,112112,english,solid,0.0,red,1.0,cloud,0.0,blue,1.0,striped,1.0,green,1.0,circle,1.0,,,,,212,111,123,True,7,22b1
1276,85,735,3,212122,English,red,0.0,cloud,0.0,solid,0.0,square,0.0,polka-dotted,1.0,blue,0.0,,,,,,,132,112,331,True,6,22a2b
1277,85,906,4,212121,English,red,0.0,striped,0.5,square,0.0,solid,0.0,circle,0.0,blue,0.0,,,,,,,312,312,221,False,6,22a2a
1278,85,114,5,212111,English,square,0.0,solid,0.5,striped,0.0,green,0.0,circle,0.0,blue,0.5,cloud,0.0,,,,,311,211,123,True,7,22a1
1279,85,946,6,212121,English,cloud,0.0,square,0.0,red,0.0,striped,0.0,polka-dotted,0.0,blue,0.0,,,,,,,321,321,132,False,6,22a2a
1280,85,1740,7,212112,English,cloud,1.0,green,0.5,square,0.0,polka-dotted,0.0,red,0.5,solid,1.0,,,,,,,113,112,332,True,6,22a2b
1281,85,1741,8,212112,English,circle,0.0,cloud,1.0,solid,0.0,red,0.25,green,0.0,polka-dotted,1.0,,,,,,,133,132,212,True,6,22a2b
1282,85,2208,9,323211,English,green,0.0,solid,0.0,circle,1.0,red,0.0,blue,0.0,,,,,,,,,211,212,213,True,5,331
1283,85,2339,10,123232,English,red,0.0,circle,0.0,striped,1.0,square,0.0,,,,,,,,,,,222,322,322,True,4,332
1284,85,1842,11,122121,English,striped,0.5,circle,0.0,green,0.0,red,0.0,polka-dotted,0.0,cloud,0.5,,,,,,,122,123,233,True,6,22a2b
1285,85,167,12,323212,English,cloud,1.0,blue,0.5,polka-dotted,0.0,solid,0.0,,,,,,,,,,,111,131,131,True,4,332
1286,85,1294,13,111111,English,circle,0.0,green,0.0,striped,0.0,square,0.0,solid,0.0,cloud,0.0,polka-dotted,0.0,red,0.0,blue,0.0,112,323,231,False,9,111
1287,85,1995,14,323232,English,polka-dotted,0.5,blue,0.5,cloud,1.0,,,,,,,,,,,,,131,131,131,False,3,333
1288,85,903,15,212121,English,green,0.0,striped,0.0,cloud,0.0,solid,0.0,red,0.0,square,0.0,,,,,,,323,323,112,False,6,22a2a
1289,85,27,16,122112,English,cloud,1.0,blue,0.15,square,0.0,polka-dotted,0.0,red,0.0,solid,1.0,,,,,,,331,111,112,True,6,22a2b
1290,85,1639,17,211112,English,circle,0.0,solid,0.0,cloud,0.0,polka-dotted,0.0,blue,0.0,square,0.0,green,0.5,,,,,233,313,111,True,7,22b1
1291,86,1253,3,111111,English,circle,0.9,cloud,0.0,square,0.95,red,0.95,striped,0.95,polka-dotted,0.95,blue,0.95,green,0.95,solid,0.95,322,211,133,False,9,111
1292,86,1877,4,123212,English,cloud,0.05,red,0.95,striped,0.95,circle,0.95,green,0.0,,,,,,,,,123,222,222,True,5,322a
1293,86,1265,5,111111,English,red,0.8,polka-dotted,0.95,green,0.95,striped,0.95,square,0.95,cloud,0.75,circle,0.95,blue,0.75,solid,0.85,321,112,233,False,9,111
1294,86,1593,6,322121,English,striped,0.95,blue,0.95,polka-dotted,0.05,square,1.0,red,0.0,,,,,,,,,321,321,332,True,5,322a
1295,86,1249,7,112112,English,solid,0.25,square,0.0,striped,0.65,red,0.85,green,0.0,blue,0.85,cloud,0.75,,,,,323,122,111,True,7,22b1
1296,86,4,8,122112,English,green,0.75,striped,0.8,circle,0.0,polka-dotted,0.75,blue,0.75,cloud,0.8,,,,,,,123,131,231,True,6,22a2b
1297,86,123,9,212111,English,circle,0.05,red,1.0,blue,0.0,solid,0.85,striped,0.0,square,0.95,polka-dotted,0.85,,,,,312,332,221,True,7,22a1
1298,86,2336,10,123232,English,red,0.95,cloud,0.95,blue,0.75,solid,0.25,,,,,,,,,,,111,112,112,True,4,332
1299,86,1973,11,323232,English,green,1.0,circle,1.0,striped,1.0,,,,,,,,,,,,,223,223,223,False,3,333
1300,86,1659,12,121212,English,solid,0.25,cloud,0.95,blue,1.0,polka-dotted,0.0,square,0.0,green,0.0,,,,,,,333,111,111,False,6,22a2a
1301,86,2275,13,213232,English,blue,0.95,circle,1.0,polka-dotted,0.75,striped,0.9,,,,,,,,,,,221,221,231,True,4,332
1302,86,1752,14,322132,English,polka-dotted,1.0,cloud,0.8,red,1.0,circle,0.35,,,,,,,,,,,132,132,232,True,4,332
1303,86,2104,15,111112,English,red,0.65,square,0.65,polka-dotted,0.65,striped,0.7,green,1.0,circle,0.65,cloud,0.7,solid,0.65,,,112,233,323,True,8,211
1304,86,1317,16,122122,English,blue,0.4,square,0.0,striped,0.95,polka-dotted,0.6,red,0.9,circle,1.0,,,,,,,322,221,232,True,6,22b2b
1305,86,931,17,212121,English,square,0.35,blue,0.95,circle,1.0,solid,0.85,striped,0.95,red,0.35,,,,,,,221,221,312,False,6,22a2a
1306,87,1247,3,112112,English,solid,0.0,striped,1.0,square,0.0,circle,1.0,polka-dotted,0.0,blue,0.0,green,1.0,,,,,211,223,333,True,7,22b1
1307,87,1684,4,121212,English,circle,1.0,square,0.0,red,1.0,green,0.0,striped,1.0,solid,0.0,,,,,,,222,313,313,False,6,22a2a
1308,87,1695,5,121212,English,cloud,1.0,solid,1.0,striped,0.0,red,1.0,green,0.05,circle,0.0,,,,,,,112,223,223,False,6,22a2a
1309,87,904,6,212121,English,solid,1.0,cloud,1.0,green,0.05,red,0.95,striped,0.05,circle,0.0,,,,,,,223,223,112,False,6,22a2a
1310,87,54,7,122111,English,circle,0.95,cloud,0.0,red,0.05,polka-dotted,0.95,green,1.0,square,0.0,striped,0.0,,,,,233,132,322,True,7,22b1
1311,87,2137,8,111112,English,circle,0.05,striped,0.05,blue,0.95,cloud,0.0,polka-dotted,0.0,red,0.0,solid,0.95,square,0.95,,,122,231,311,True,8,211
1312,87,2281,9,213232,English,polka-dotted,0.95,cloud,0.95,striped,0.05,green,0.95,,,,,,,,,,,123,123,133,True,4,332
1313,87,1499,10,123211,English,striped,0.95,polka-dotted,0.05,circle,0.0,blue,1.0,square,0.0,solid,0.95,,,,,,,231,311,321,True,6,321
1314,87,1961,11,323232,English,green,1.0,solid,1.0,square,1.0,,,,,,,,,,,,,313,313,313,False,3,333
1315,87,367,12,122132,English,square,0.05,circle,1.0,polka-dotted,1.0,green,1.0,striped,0.0,,,,,,,,,233,223,323,True,5,322b
1316,87,1737,13,212112,English,blue,1.0,striped,0.0,polka-dotted,1.0,square,1.0,red,0.0,cloud,0.0,,,,,,,331,332,122,True,6,22a2b
1317,87,1458,14,123211,English,solid,1.0,circle,0.0,cloud,1.0,polka-dotted,0.0,square,0.0,red,1.0,,,,,,,112,232,332,True,6,321
1318,87,336,15,213211,English,striped,0.0,circle,0.0,polka-dotted,1.0,blue,1.0,cloud,0.0,square,1.0,,,,,,,221,121,331,True,6,321
1319,87,2000,16,323232,English,striped,1.0,circle,1.0,blue,1.0,,,,,,,,,,,,,221,221,221,False,3,333
1320,87,1806,17,122121,English,circle,1.0,cloud,0.0,green,0.0,solid,1.0,striped,0.0,blue,1.0,,,,,,,211,111,123,True,6,22a2b
1321,88,1966,3,323232,English,cloud,0.05,green,1.0,polka-dotted,0.9,,,,,,,,,,,,,133,133,133,False,3,333
1322,88,1780,4,322132,English,blue,0.05,striped,1.0,circle,1.0,red,0.05,,,,,,,,,,,221,221,222,True,4,332
1323,88,941,5,212121,English,polka-dotted,0.05,green,0.05,circle,1.0,blue,0.05,solid,0.05,cloud,0.05,,,,,,,211,211,133,False,6,22a2a
1324,88,588,6,213212,English,square,0.05,circle,0.05,red,1.0,solid,0.0,polka-dotted,0.05,,,,,,,,,332,232,212,True,5,322b
1325,88,456,7,211111,English,square,0.0,blue,0.05,polka-dotted,0.7,green,0.05,red,0.05,striped,0.0,cloud,0.05,circle,0.05,,,332,233,121,True,8,211
1326,88,856,8,112122,English,circle,0.05,square,0.05,green,0.05,solid,0.05,blue,0.0,polka-dotted,0.65,red,0.05,,,,,231,212,333,True,7,22b1
1327,88,1288,9,111111,English,cloud,0.0,polka-dotted,0.0,solid,0.0,circle,0.0,red,0.05,green,0.4,square,0.05,striped,0.1,blue,0.0,311,233,122,False,9,111
1328,88,993,10,121112,English,polka-dotted,0.75,striped,0.0,square,0.0,red,0.05,circle,0.05,green,0.05,blue,0.05,,,,,222,331,333,True,7,22a1
1329,88,1979,11,323232,English,square,0.95,green,0.95,solid,1.0,,,,,,,,,,,,,313,313,313,False,3,333
1330,88,927,12,212121,English,green,0.05,polka-dotted,0.8,blue,0.75,solid,0.05,cloud,0.05,circle,0.0,,,,,,,131,131,213,False,6,22a2a
1331,88,266,13,212222,English,cloud,0.05,red,0.05,solid,0.05,circle,0.05,blue,0.7,polka-dotted,0.8,,,,,,,231,212,131,True,6,22a2b
1332,88,28,14,122112,English,solid,0.05,polka-dotted,0.0,red,0.05,circle,0.75,cloud,0.0,green,0.85,,,,,,,113,233,232,True,6,22a2b
1333,88,730,15,212122,English,green,0.05,solid,0.05,striped,0.8,blue,0.8,cloud,0.1,square,0.7,,,,,,,321,323,111,True,6,22a2b
1334,88,2072,16,321111,English,square,0.05,red,0.9,cloud,0.0,circle,0.05,solid,0.0,polka-dotted,0.0,striped,0.05,,,,,322,112,232,True,7,311
1335,88,745,17,212122,English,striped,0.05,cloud,0.05,blue,0.85,square,0.8,polka-dotted,0.05,red,0.0,,,,,,,321,322,131,True,6,22a2b
