targetUttCode,pref3,pref1,response0,name,item,blockNr,Answer.time_in_minutes,slide_number,workerid,targetFeature,featuresPresent,numFeatures,normResponse1,normResponse2,trial_type,normResponse0,sex,targetFeatureNum,response2,pref2,utterance,certainty,obj3,obj1,response1,obj2,uttCode 
321-3,polka-dotted,solid,0.15,,5670,2,5.38765,20,62,texture,"['circle', 'blue', 'red']",3,0,0.8333333333333333,task,0.16666666666666666,female,2,0.75,striped,red,,232,211,0,221,321
321-3,polka-dotted,solid,0.95,,25410,2,5.38765,21,62,texture,"['circle', 'red', 'green']",3,0,0.05,task,0.95,female,2,0.05,striped,red,,233,212,0,223,321
22a1-3,polka-dotted,solid,0.9,,28531,2,5.38765,22,62,texture,"['cloud', 'square', 'blue', 'green']",4,0,0,task,1,female,2,0,striped,cloud,,333,111,0,323,22a1
,,,,,,,5.38765,,62,,,,,,,,,,,,,0.8,,,,,
311-3,square,cloud,0.15,,22960,0,6.2674,3,63,shape,"['solid', 'striped', 'polka-dotted', 'green']",4,0.7083333333333334,0.16666666666666669,task,0.125,male,1,0.2,circle,solid,,133,213,0.85,323,311
22b1-3,square,cloud,0.15,,21970,0,6.2674,4,63,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0.7600000000000001,0.12000000000000002,task,0.12000000000000002,male,1,0.15,circle,green,,133,311,0.95,213,22b1
311-3,square,cloud,0,,8720,0,6.2674,5,63,shape,"['solid', 'blue', 'red', 'green']",4,1,0,task,0,male,1,0,circle,blue,,113,211,1,312,311
22a2b-2a,square,cloud,0.1,,19330,0,6.2674,6,63,shape,"['solid', 'striped', 'red', 'green']",4,0.1,0.8,task,0.1,male,1,0.8,circle,green,,323,112,0.1,113,22a2b
,,,,,,,6.2674,,63,,,,,,,,,,,,,0.65,,,,,
321-2,green,blue,0.8,,18011,1,6.2674,11,63,color,"['square', 'solid', 'striped', 'polka-dotted']",4,0.05555555555555555,0.05555555555555555,task,0.8888888888888888,male,3,0.05,red,solid,,323,311,0.05,331,321
22a2b-2a,green,blue,0.1,,9192,1,6.2674,12,63,color,"['cloud', 'square', 'solid', 'striped']",4,0.09523809523809523,0.8095238095238094,task,0.09523809523809523,male,3,0.85,red,solid,,113,122,0.1,322,22a2b
321-2,green,blue,0.05,,27021,1,6.2674,13,63,color,"['square', 'solid', 'striped', 'polka-dotted']",4,0.6071428571428572,0.35714285714285715,task,0.03571428571428572,male,3,0.5,red,solid,,333,312,0.85,322,321
22b1-3,green,blue,0.65,,18562,1,6.2674,14,63,color,"['circle', 'square', 'striped', 'polka-dotted']",4,0.23076923076923078,0.2692307692307693,task,0.5000000000000001,male,3,0.35,red,circle,,323,231,0.3,222,22b1
,,,,,,,6.2674,,63,,,,,,,,,,,,,0.25,,,,,
22b2b-2,green,blue,0.05,,21692,2,6.2674,19,63,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0.9,0.05,task,0.05,male,3,0.05,red,cloud,,133,112,0.9,332,22b2b
311-3,green,blue,0.05,,20631,2,6.2674,20,63,color,"['cloud', 'solid', 'striped', 'polka-dotted']",4,0.9473684210526315,0,task,0.05263157894736842,male,3,0,red,solid,,133,121,0.9,112,311
322b-2,green,blue,0,,7431,2,6.2674,21,63,color,"['square', 'solid', 'polka-dotted']",3,1,0,task,0,male,3,0,red,solid,,332,331,1,312,322b
22a1-3,green,blue,0,,12472,2,6.2674,22,63,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,1,0,task,0,male,3,0,red,polka-dotted,,313,311,1,132,22a1
,,,,,,,6.2674,,63,,,,,,,,,,,,,0.8,,,,,
22a2b-2b,green,blue,0.85,,13352,0,5.899583333333333,3,64,color,"['cloud', 'square', 'solid', 'striped']",4,0.3125,0.15625,task,0.53125,female,3,0.25,red,square,,123,311,0.5,121,22a2b
22b1-3,green,blue,0.6,,26722,0,5.899583333333333,4,64,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.5185185185185185,0.03703703703703704,task,0.4444444444444445,female,3,0.05,red,cloud,,333,131,0.7,122,22b1
322b-2,green,blue,0.45,,13041,0,5.899583333333333,5,64,color,"['cloud', 'square', 'solid']",3,0.40740740740740744,0.25925925925925924,task,0.3333333333333333,female,3,0.35,red,square,,313,312,0.55,113,322b
22a2b-2a,green,blue,0.45,,9192,0,5.899583333333333,6,64,color,"['cloud', 'square', 'solid', 'striped']",4,0.5862068965517241,0.10344827586206896,task,0.3103448275862069,female,3,0.15,red,square,,113,122,0.85,322,22a2b
,,,,,,,5.899583333333333,,64,,,,,,,,,,,,,0.65,,,,,
321-3,polka-dotted,solid,0.5,,17270,1,5.899583333333333,11,64,texture,"['circle', 'red', 'green']",3,0.27027027027027023,0.45945945945945943,task,0.27027027027027023,female,2,0.85,striped,red,,223,232,0.5,213,321
22b2b-2,polka-dotted,solid,0.75,,25001,1,5.899583333333333,12,64,texture,"['circle', 'square', 'red', 'green']",4,0.25641025641025644,0.358974358974359,task,0.38461538461538464,female,2,0.7,striped,circle,,233,212,0.5,313,22b2b
331-3,polka-dotted,solid,0.65,,25500,1,5.899583333333333,13,64,texture,"['circle', 'green']",2,0.325,0.35,task,0.325,female,2,0.7,striped,green,,233,213,0.65,223,331
211-3,polka-dotted,solid,0.65,,3471,1,5.899583333333333,14,64,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0.3571428571428572,0.33333333333333337,task,0.3095238095238096,female,2,0.7,striped,red,,222,131,0.75,312,211
,,,,,,,5.899583333333333,,64,,,,,,,,,,,,,0.5,,,,,
311-3,green,blue,0.75,,11771,2,5.899583333333333,19,64,color,"['cloud', 'circle', 'square', 'solid']",4,0.2857142857142857,0.2857142857142857,task,0.42857142857142855,female,3,0.5,red,circle,,313,211,0.5,112,311
321-3,green,blue,0.75,,23851,2,5.899583333333333,20,64,color,"['circle', 'striped', 'polka-dotted']",3,0.25641025641025644,0.358974358974359,task,0.38461538461538464,female,3,0.7,red,polka-dotted,,233,231,0.5,222,321
22b1-3,green,blue,0.8,,20682,2,5.899583333333333,21,64,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0.23076923076923078,0.358974358974359,task,0.4102564102564103,female,3,0.7,red,square,,133,331,0.45,112,22b1
331-3,green,blue,0.8,,16220,2,5.899583333333333,22,64,color,"['circle', 'striped']",2,0.21951219512195125,0.39024390243902446,task,0.39024390243902446,female,3,0.8,red,circle,,223,221,0.45,222,331
,,,,,,,5.899583333333333,,64,,,,,,,,,,,,,0.7,,,,,
22b1-3,green,blue,1,,14432,0,5.511783333333334,3,65,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.08333333333333333,0.08333333333333333,task,0.8333333333333333,female,3,0.1,red,polka-dotted,,123,331,0.1,132,22b1
211-3,green,blue,0.15,,23802,0,5.511783333333334,4,65,color,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",5,0.7272727272727273,0.13636363636363635,task,0.13636363636363635,female,3,0.15,red,circle,,233,311,0.8,222,211
321-3,green,blue,0.1,,13691,0,5.511783333333334,5,65,color,"['cloud', 'solid', 'striped']",3,0.7727272727272728,0.13636363636363638,task,0.09090909090909093,female,3,0.15,red,solid,,123,121,0.85,112,321
22b1-2,green,blue,0.1,,7642,0,5.511783333333334,6,65,color,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",5,0.7727272727272728,0.13636363636363638,task,0.09090909090909093,female,3,0.15,red,circle,,332,131,0.85,222,22b1
,,,,,,,5.511783333333334,,65,,,,,,,,,,,,,0.8,,,,,
321-2,polka-dotted,solid,0.85,,51,1,5.511783333333334,11,65,texture,"['cloud', 'circle', 'square', 'blue']",4,0.13043478260869565,0.13043478260869565,task,0.7391304347826088,female,2,0.15,striped,square,,221,111,0.15,311,321
22a1-3,polka-dotted,solid,0.85,,5721,1,5.511783333333334,12,65,texture,"['circle', 'square', 'blue', 'red']",4,0.13043478260869565,0.13043478260869565,task,0.7391304347826088,female,2,0.15,striped,square,,232,311,0.15,321,22a1
322b-2,polka-dotted,solid,0.85,,331,1,5.511783333333334,13,65,texture,"['cloud', 'square', 'blue']",3,0.3333333333333333,0.037037037037037035,task,0.6296296296296295,female,2,0.05,striped,square,,131,121,0.45,321,322b
22b1-2,polka-dotted,solid,0.85,,18501,1,5.511783333333334,14,65,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.3214285714285714,0.07142857142857142,task,0.6071428571428571,female,2,0.1,striped,circle,,323,211,0.45,222,22b1
,,,,,,,5.511783333333334,,65,,,,,,,,,,,,,0.75,,,,,
322b-2,square,cloud,0.65,,11410,2,5.511783333333334,19,65,shape,"['solid', 'blue', 'green']",3,0.20689655172413793,0.3448275862068966,task,0.4482758620689655,female,1,0.5,circle,blue,,313,111,0.3,311,322b
321-3,square,cloud,0.2,,2850,2,5.511783333333334,20,65,shape,"['solid', 'striped', 'red']",3,0.4166666666666667,0.4166666666666667,task,0.16666666666666669,female,1,0.5,circle,solid,,122,212,0.5,312,321
331-3,square,cloud,0.4,,830,2,5.511783333333334,21,65,shape,"['polka-dotted', 'blue']",2,0.35714285714285715,0.35714285714285715,task,0.28571428571428575,female,1,0.5,circle,blue,,331,131,0.5,231,331
22a2b-2a,square,cloud,0.4,,10710,2,5.511783333333334,22,65,shape,"['solid', 'striped', 'red', 'green']",4,0.4615384615384615,0.23076923076923075,task,0.3076923076923077,female,1,0.3,circle,solid,,213,312,0.6,322,22a2b
,,,,,,,5.511783333333334,,65,,,,,,,,,,,,,0.25,,,,,
211-3,polka-dotted,solid,0.9,,20651,0,9.4171,3,66,texture,"['cloud', 'square', 'blue', 'red', 'green']",5,0.2857142857142857,0.07142857142857142,task,0.6428571428571428,male,2,0.1,striped,cloud,,133,321,0.4,112,211
22b1-2,polka-dotted,solid,0.45,,7641,0,9.4171,4,66,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0.6428571428571428,0.03571428571428571,task,0.3214285714285714,male,2,0.05,striped,red,,332,131,0.9,222,22b1
321-2,polka-dotted,solid,0,,10480,0,9.4171,5,66,texture,"['circle', 'blue', 'red', 'green']",4,0.6896551724137931,0.3103448275862069,task,0,male,2,0.45,striped,circle,,213,211,1,222,321
22a1-3,polka-dotted,solid,0.8,,2501,0,9.4171,6,66,texture,"['cloud', 'square', 'blue', 'red']",4,0.34615384615384615,0.038461538461538464,task,0.6153846153846154,male,2,0.05,striped,blue,,122,311,0.45,331,22a1
,,,,,,,9.4171,,66,,,,,,,,,,,,,0.4,,,,,
321-2,square,cloud,0.4,,6610,1,9.4171,11,66,shape,"['solid', 'striped', 'polka-dotted', 'red']",4,0,0.7142857142857143,task,0.28571428571428575,male,1,1,circle,red,,232,212,0,322,321
22b2b-2,square,cloud,0.4,,25000,1,9.4171,12,66,shape,"['solid', 'polka-dotted', 'red', 'green']",4,0.037037037037037035,0.6666666666666666,task,0.2962962962962963,male,1,0.9,circle,green,,233,212,0.05,313,22b2b
322b-2,square,cloud,0.8,,17290,1,9.4171,13,66,shape,"['solid', 'striped', 'green']",3,0,0.40740740740740744,task,0.5925925925925926,male,1,0.55,circle,green,,223,113,0,213,322b
22a2b-2a,square,cloud,0.55,,4230,1,9.4171,14,66,shape,"['solid', 'striped', 'blue', 'red']",4,0.041666666666666664,0.4999999999999999,task,0.4583333333333333,male,1,0.6,circle,red,,322,221,0.05,312,22a2b
,,,,,,,9.4171,,66,,,,,,,,,,,,,0.65,,,,,
22a1-3,square,cloud,0.45,,29030,2,9.4171,19,66,shape,"['striped', 'polka-dotted', 'blue', 'green']",4,0.06896551724137931,0.6206896551724137,task,0.31034482758620685,male,1,0.9,circle,green,,333,121,0.1,233,22a1
22a2b-2b,square,cloud,0.4,,6940,2,9.4171,20,66,shape,"['striped', 'polka-dotted', 'blue', 'red']",4,0.07142857142857144,0.6428571428571429,task,0.28571428571428575,male,1,0.9,circle,blue,,332,221,0.1,321,22a2b
22a2b-2b,square,cloud,0.3,,13070,2,9.4171,21,66,shape,"['solid', 'striped', 'red', 'green']",4,0,0.75,task,0.25,male,1,0.9,circle,green,,313,322,0,113,22a2b
22b1-3,square,cloud,0.15,,21970,2,9.4171,22,66,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0.20833333333333331,0.6666666666666666,task,0.12499999999999997,male,1,0.8,circle,green,,133,311,0.25,213,22b1
,,,,,,,9.4171,,66,,,,,,,,,,,,,0.75,,,,,
321-3,polka-dotted,solid,0.1,,25410,0,5.17895,3,67,texture,"['circle', 'red', 'green']",3,0.7894736842105263,0.10526315789473685,task,0.10526315789473685,male,2,0.1,striped,green,,233,212,0.75,223,321
211-3,polka-dotted,solid,0.25,,10421,0,5.17895,4,67,texture,"['cloud', 'circle', 'blue', 'red', 'green']",5,0.4736842105263158,0.2631578947368421,task,0.2631578947368421,male,2,0.25,striped,green,,213,231,0.45,122,211
321-2,polka-dotted,solid,0.35,,23520,0,5.17895,5,67,texture,"['circle', 'blue', 'red', 'green']",4,0.4,0.32,task,0.27999999999999997,male,2,0.4,striped,green,,233,231,0.5,212,321
22b1-3,polka-dotted,solid,0.45,,27561,0,5.17895,6,67,texture,"['cloud', 'square', 'blue', 'green']",4,0.40740740740740744,0.25925925925925924,task,0.3333333333333333,male,2,0.35,striped,square,,333,121,0.55,113,22b1
,,,,,,,5.17895,,67,,,,,,,,,,,,,0,,,,,
322b-2,polka-dotted,solid,0.3,,7430,1,5.17895,11,67,texture,"['square', 'blue', 'red']",3,0.2,0.5599999999999999,task,0.24,male,2,0.7,striped,blue,,332,331,0.25,312,322b
321-3,polka-dotted,solid,0.7,,5670,1,5.17895,12,67,texture,"['circle', 'blue', 'red']",3,0.3333333333333333,0.19999999999999998,task,0.4666666666666666,male,2,0.3,striped,blue,,232,211,0.5,221,321
22a1-3,polka-dotted,solid,0.6,,1531,1,5.17895,13,67,texture,"['circle', 'square', 'blue', 'red']",4,0.30434782608695654,0.1739130434782609,task,0.5217391304347826,male,2,0.2,striped,circle,,212,321,0.35,331,22a1
211-3,polka-dotted,solid,0.2,,10421,1,5.17895,14,67,texture,"['cloud', 'circle', 'blue', 'red', 'green']",5,0.6086956521739131,0.2173913043478261,task,0.1739130434782609,male,2,0.25,striped,red,,213,231,0.7,122,211
,,,,,,,5.17895,,67,,,,,,,,,,,,,0.1,,,,,
22b1-3,polka-dotted,solid,0.55,,15281,2,5.17895,19,67,texture,"['cloud', 'square', 'blue', 'green']",4,0.5,0.04166666666666667,task,0.45833333333333337,male,2,0.05,striped,green,,123,331,0.6,313,22b1
321-2,polka-dotted,solid,0.65,,51,2,5.17895,20,67,texture,"['cloud', 'circle', 'square', 'blue']",4,0.5,0,task,0.5,male,2,0,striped,blue,,221,111,0.65,311,321
211-3,polka-dotted,solid,0.65,,2821,2,5.17895,21,67,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0.5185185185185185,0,task,0.48148148148148145,male,2,0,striped,red,,122,231,0.7,312,211
22b2b-2,polka-dotted,solid,0.7,,4111,2,5.17895,22,67,texture,"['circle', 'square', 'blue', 'red']",4,0.5172413793103449,0,task,0.48275862068965514,male,2,0,striped,red,,322,311,0.75,212,22b2b
,,,,,,,5.17895,,67,,,,,,,,,,,,,0.35,,,,,
22b1-2,polka-dotted,solid,0.15,,12611,0,5.360083333333334,3,68,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.35714285714285715,0.5357142857142857,task,0.10714285714285715,female,2,0.75,striped,circle,,313,211,0.5,232,22b1
22a2b-2b,polka-dotted,solid,0.3,,7771,0,5.360083333333334,4,68,texture,"['cloud', 'square', 'blue', 'red']",4,0.19354838709677422,0.6129032258064516,task,0.19354838709677422,female,2,0.95,striped,square,,332,131,0.3,322,22a2b
22b1-2,polka-dotted,solid,0.1,,22241,0,5.360083333333334,5,68,texture,"['cloud', 'circle', 'square', 'red', 'green']",5,0.2142857142857143,0.7142857142857143,task,0.07142857142857144,female,2,1,striped,green,,133,212,0.3,313,22b1
22b1-2,polka-dotted,solid,0,,27241,0,5.360083333333334,6,68,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.047619047619047616,0.9523809523809523,task,0,female,2,1,striped,circle,,333,221,0.05,232,22b1
,,,,,,,5.360083333333334,,68,,,,,,,,,,,,,1,,,,,
22a2b-2b,polka-dotted,solid,0.15,,7771,1,5.360083333333334,11,68,texture,"['cloud', 'square', 'blue', 'red']",4,0,0.8636363636363636,task,0.13636363636363638,female,2,0.95,striped,red,,332,131,0,322,22a2b
311-3,polka-dotted,solid,0.8,,25711,1,5.360083333333334,12,68,texture,"['cloud', 'circle', 'square', 'green']",4,0.08571428571428572,0.4571428571428572,task,0.4571428571428572,female,2,0.8,striped,green,,233,113,0.15,323,311
311-3,polka-dotted,solid,1,,6371,1,5.360083333333334,13,68,texture,"['cloud', 'circle', 'square', 'red']",4,0.07692307692307693,0.4102564102564103,task,0.5128205128205129,female,2,0.8,striped,red,,232,312,0.15,122,311
22b1-2,polka-dotted,solid,1,,7641,1,5.360083333333334,14,68,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0.05405405405405406,0.4054054054054054,task,0.5405405405405405,female,2,0.75,striped,red,,332,131,0.1,222,22b1
,,,,,,,5.360083333333334,,68,,,,,,,,,,,,,0.8,,,,,
22a1-3,polka-dotted,solid,0.5,,3391,2,5.360083333333334,19,68,texture,"['circle', 'square', 'blue', 'red']",4,0.4736842105263158,0.2631578947368421,task,0.2631578947368421,female,2,0.5,striped,circle,,222,331,0.9,212,22a1
22a2b-2a,polka-dotted,solid,0.75,,20881,2,5.360083333333334,20,68,texture,"['cloud', 'square', 'red', 'green']",4,0.4186046511627907,0.23255813953488372,task,0.3488372093023256,female,2,0.5,striped,cloud,,133,112,0.9,312,22a2b
22b1-3,polka-dotted,solid,0.75,,3291,2,5.360083333333334,21,68,texture,"['cloud', 'circle', 'blue', 'red']",4,0.4047619047619047,0.23809523809523808,task,0.35714285714285715,female,2,0.5,striped,circle,,222,231,0.85,112,22b1
22a2b-2b,polka-dotted,solid,0.75,,6431,2,5.360083333333334,22,68,texture,"['circle', 'square', 'blue', 'red']",4,0.4047619047619047,0.23809523809523808,task,0.35714285714285715,female,2,0.5,striped,circle,,232,321,0.85,222,22a2b
,,,,,,,5.360083333333334,,68,,,,,,,,,,,,,0.55,,,,,
22b1-2,polka-dotted,solid,1,,18201,0,6.167483333333333,3,69,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0,0.3333333333333333,task,0.6666666666666666,male,2,0.5,striped,circle,,323,221,0,212,22b1
211-3,polka-dotted,solid,1,,5701,0,6.167483333333333,4,69,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0,0.3333333333333333,task,0.6666666666666666,male,2,0.5,striped,blue,,232,111,0,321,211
322b-2,polka-dotted,solid,1,,7430,0,6.167483333333333,5,69,texture,"['square', 'blue', 'red']",3,0,0.5,task,0.5,male,2,1,striped,red,,332,331,0,312,322b
211-3,polka-dotted,solid,0.85,,9131,0,6.167483333333333,6,69,texture,"['cloud', 'square', 'blue', 'red', 'green']",5,0,0.5405405405405405,task,0.45945945945945943,male,2,1,striped,cloud,,113,131,0,322,211
,,,,,,,6.167483333333333,,69,,,,,,,,,,,,,1,,,,,
22a2b-2b,green,blue,0.5,,9612,1,6.167483333333333,11,69,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0.14285714285714285,0.5714285714285714,task,0.2857142857142857,male,3,1,red,cloud,,113,112,0.25,332,22a2b
331-3,green,blue,0.5,,27440,1,6.167483333333333,12,69,color,"['square', 'polka-dotted']",2,0.14285714285714285,0.5714285714285714,task,0.2857142857142857,male,3,1,red,polka-dotted,,333,331,0.25,332,331
321-2,green,blue,0.5,,27021,1,6.167483333333333,13,69,color,"['square', 'solid', 'striped', 'polka-dotted']",4,0.14285714285714285,0.5714285714285714,task,0.2857142857142857,male,3,1,red,striped,,333,312,0.25,322,321
331-3,green,blue,0.5,,21350,1,6.167483333333333,14,69,color,"['cloud', 'polka-dotted']",2,0.14285714285714285,0.5714285714285714,task,0.2857142857142857,male,3,1,red,polka-dotted,,133,131,0.25,132,331
,,,,,,,6.167483333333333,,69,,,,,,,,,,,,,0.15,,,,,
22a2b-2b,square,cloud,0.5,,24040,2,6.167483333333333,19,69,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.5555555555555556,0.16666666666666666,task,0.2777777777777778,male,1,0.3,circle,striped,,233,222,1,322,22a2b
211-3,square,cloud,0,,2820,2,6.167483333333333,20,69,shape,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",5,0.5555555555555556,0.4444444444444445,task,0,male,1,0.8,circle,red,,122,231,1,312,211
22a2b-2a,square,cloud,0,,19330,2,6.167483333333333,21,69,shape,"['solid', 'striped', 'red', 'green']",4,0.5555555555555556,0.4444444444444445,task,0,male,1,0.8,circle,green,,323,112,1,113,22a2b
321-2,square,cloud,0,,430,2,6.167483333333333,22,69,shape,"['solid', 'striped', 'polka-dotted', 'blue']",4,0.5555555555555556,0.4444444444444445,task,0,male,1,0.8,circle,solid,,231,311,1,221,321
,,,,,,,6.167483333333333,,69,,,,,,,,,,,,,0.85,,,,,
22b1-2,square,cloud,0.5,,18200,0,8.404833333333332,3,70,shape,"['solid', 'striped', 'blue', 'red', 'green']",5,0.4848484848484849,0.21212121212121213,task,0.30303030303030304,male,1,0.35,circle,blue,,323,221,0.8,212,22b1
322b-2,square,cloud,0.3,,11410,0,8.404833333333332,4,70,shape,"['solid', 'blue', 'green']",3,0.5161290322580645,0.2903225806451613,task,0.1935483870967742,male,1,0.45,circle,blue,,313,111,0.8,311,322b
22b1-2,square,cloud,0.3,,26550,0,8.404833333333332,5,70,shape,"['solid', 'polka-dotted', 'blue', 'red', 'green']",5,0.5588235294117647,0.2647058823529412,task,0.17647058823529413,male,1,0.45,circle,blue,,333,111,0.95,312,22b1
321-3,square,cloud,0.3,,16430,0,8.404833333333332,6,70,shape,"['striped', 'red', 'green']",3,0.53125,0.28125000000000006,task,0.1875,male,1,0.45,circle,striped,,223,122,0.85,322,321
,,,,,,,8.404833333333332,,70,,,,,,,,,,,,,0.5,,,,,
22b1-3,polka-dotted,solid,0.5,,22561,1,8.404833333333332,11,70,texture,"['cloud', 'circle', 'blue', 'green']",4,0.3846153846153846,0.23076923076923075,task,0.3846153846153846,male,2,0.3,striped,circle,,133,211,0.5,223,22b1
22a2b-2b,polka-dotted,solid,0.55,,18591,1,8.404833333333332,12,70,texture,"['circle', 'square', 'red', 'green']",4,0.37037037037037035,0.2222222222222222,task,0.40740740740740744,male,2,0.3,striped,red,,323,212,0.5,222,22a2b
